"COUNTRY","INDICATOR","PRICE_TYPE","S_ADJUSTMENT","TYPE_OF_TRANSFORMATION","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE"
"Ukraine","Acquisitions less disposals of valuables","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q2","149000000",""
"Ukraine","Acquisitions less disposals of valuables","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q3","241000000",""
"Ukraine","Acquisitions less disposals of valuables","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q4","193000000",""
"Ukraine","Acquisitions less disposals of valuables","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q1","453000000",""
"Ukraine","Acquisitions less disposals of valuables","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q2","310000000",""
"Ukraine","Acquisitions less disposals of valuables","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q3","493000000",""
"Ukraine","Acquisitions less disposals of valuables","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q4","244000000",""
"Ukraine","Acquisitions less disposals of valuables","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q1","354000000",""
"Ukraine","Acquisitions less disposals of valuables","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q2","341000000",""
"Ukraine","Acquisitions less disposals of valuables","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q3","301000000",""
"Ukraine","Acquisitions less disposals of valuables","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q4","451000000",""
"Ukraine","Acquisitions less disposals of valuables","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q1","349000000",""
"Ukraine","Acquisitions less disposals of valuables","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q2","457000000",""
"Ukraine","Acquisitions less disposals of valuables","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q3","540000000",""
"Ukraine","Acquisitions less disposals of valuables","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q4","198000000",""
"Ukraine","Acquisitions less disposals of valuables","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q1","389000000",""
"Ukraine","Acquisitions less disposals of valuables","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q2","120000000",""
"Ukraine","Acquisitions less disposals of valuables","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q3","439000000",""
"Ukraine","Acquisitions less disposals of valuables","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q4","468000000",""
"Ukraine","Acquisitions less disposals of valuables","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q1","513000000",""
"Ukraine","Acquisitions less disposals of valuables","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q2","525000000",""
"Ukraine","Acquisitions less disposals of valuables","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q3","521000000",""
"Ukraine","Acquisitions less disposals of valuables","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q4","558000000",""
"Ukraine","Acquisitions less disposals of valuables","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q1","676000000",""
"Ukraine","Acquisitions less disposals of valuables","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q2","693000000",""
"Ukraine","Acquisitions less disposals of valuables","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q3","-187000000",""
"Ukraine","Acquisitions less disposals of valuables","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q4","467000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q1","5109000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q2","279000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q3","172639000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q4","28223000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q1","-5311000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q2","-5616000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q3","140770000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q4","11908000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q1","-33671000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q2","-41559000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q3","129757000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q4","-19666000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q1","-60038000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q2","-34568000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q3","84125000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q4","-95906000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q1","-94794000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q2","-89491000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q3","61503000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q4","-55166000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q1","-99277000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q2","-92621000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q3","136909000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q4","123815000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q1","-99484000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q2","-53824000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q3","107269000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q4","57088000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q1","-2501000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q2","-129589000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q3","81296000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q4","-29315000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q1","-34065000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q2","-45579000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q3","88832000000",""
"Ukraine","Changes in inventories","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q4","-49525000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q1","89250000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q2","117427000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q3","145046000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q4","201871000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q1","105493000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q2","142174000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q3","163594000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q4","231265000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q1","128914000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q2","170363000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q3","188249000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q4","261594000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q1","146369000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q2","177369000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q3","208051000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q4","305190000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q1","120418000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q2","141702000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q3","162585000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q4","233602000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q1","110461000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q2","160411000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q3","184664000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q4","264235000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q1","89738000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q2","90607000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q3","121445000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q4","174307000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q1","144065000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q2","207372000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q3","209475000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q4","229127000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q1","141398000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q2","206515000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q3","219178000000",""
"Ukraine","Gross fixed capital formation","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q4","250860000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q1","242343000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q2","259066000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q3","232932000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q4","330131000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q1","267021000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q2","252780000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q3","255484000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q4","344115000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q1","265536000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q2","285922000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q3","236952000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q4","330122000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q1","219222000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q2","246318000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q3","219090000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q4","281663000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q1","200095000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q2","245113000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q3","214813000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q4","299253000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q1","212227000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q2","251138000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q3","212030000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q4","291704000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q1","225690000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q2","325401000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q3","328122000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q4","391476000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q1","250251000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q2","365178000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q3","384409000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q4","387751000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q1","268457000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q2","338560000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q3","341256000000",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q4","376911000000",""
"","Gross value added (GVA), Real estate activities","","","","","","",""
"","Gross value added (GVA), Public administration and defence; compulsory social security","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","","","",""
"","Gross value added (GVA), Activities of households as employers of domestic personnel","Current prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","Gross value added (GVA), Other services","Current prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"Ukraine","Gross fixed capital formation","Constant prices","Seasonally adjusted (SA)","US dollar","Quarterly","","",""
"","Gross value added (GVA), Other services","Constant prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"","Gross value added (GVA), Activities of households as employers of domestic personnel","Constant prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","","","","US dollar","","","",""
"","Gross value added (GVA), Public administration and defence; compulsory social security","Current prices","Not seasonally adjusted (NSA)","Domestic currency","","","",""
"","Gross value added (GVA)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","","","",""
"","Gross domestic product (GDP) production approach","","","","","","",""
"","Gross value added (GVA), Education, human health and social work","Current prices","Not seasonally adjusted (NSA)","Domestic currency","","","",""
"","Gross value added (GVA)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","","","",""
"","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","Acquisitions less disposals of fixed assets non-residential structures","Constant prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","Gross value added (GVA), Education, human health and social work","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","","","",""
"","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","Gross value added (GVA), Education","Current prices","Not seasonally adjusted (NSA)","Domestic currency","","","",""
"","Gross value added (GVA), Industry and water supply","Constant prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Industry and construction","Constant prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Education","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","","","",""
"","Taxes on products","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","","","",""
"","Net taxes on production","Constant prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"","Acquisitions less disposals of fixed assets non-residential structures","Constant prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"","Acquisitions less disposals of fixed assets non-residential structures","Current prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"","Gross value added (GVA), Industry and water supply","Current prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Industry and construction","Current prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Net taxes on production","Current prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"Ukraine","Gross value added (GVA), Agriculture, forestry and fishing","Current prices","Not seasonally adjusted (NSA)","US dollar","Quarterly","","",""
"","Gross value added (GVA), Other service activities","Constant prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"","Gross value added (GVA), Arts, entertainment and recreation","Constant prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"","","","","Index","","","",""
"","Taxes on products","Current prices","Not seasonally adjusted (NSA)","Domestic currency","","","",""
"","Gross value added (GVA), Administrative and support service activities","Constant prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"","Gross value added (GVA), Other service activities","Current prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"","Gross value added (GVA), Human health and social work activities","Constant prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"","Gross value added (GVA), Financial and insurance activities","Constant prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"","Gross value added (GVA), Information and communication","Constant prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"","Gross value added (GVA), Professional, scientific and technical activities","Constant prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"","Gross value added (GVA), Arts, entertainment and recreation","Current prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"","Gross value added (GVA), Human health and social work activities","Current prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"Ukraine","Changes in inventories","Constant prices","Seasonally adjusted (SA)","US dollar","Quarterly","","",""
"Ukraine","Final consumption expenditure, Households","Constant prices","Seasonally adjusted (SA)","US dollar","Quarterly","","",""
"Ukraine","Final consumption expenditure, General government","Constant prices","Seasonally adjusted (SA)","US dollar","Quarterly","","",""
"","Subsidies on products","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","","","",""
"","Changes in inventories, Private sector","Current prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"Ukraine","Gross value added (GVA), Agriculture, forestry and fishing","Constant prices","Not seasonally adjusted (NSA)","US dollar","Quarterly","","",""
"","Individual consumption expenditure, General government","Constant prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Individual consumption expenditure, General government","Current prices","Seasonally adjusted (SA)","US dollar","","","",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Constant prices","Not seasonally adjusted (NSA)","US dollar","Quarterly","","",""
"","Subsidies on products","Current prices","Not seasonally adjusted (NSA)","Domestic currency","","","",""
"","Gross value added (GVA), Electricity, gas, steam and air conditioning supply","Current prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Electricity, gas, steam and air conditioning supply","Constant prices","Seasonally adjusted (SA)","US dollar","","","",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Current prices","Not seasonally adjusted (NSA)","US dollar","Quarterly","","",""
"","Gross value added (GVA), Public administration, defence, education, human health and social work activities","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","","","",""
"","Gross value added (GVA), Other services","Current prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","Gross value added (GVA), Other services","Constant prices","Not seasonally adjusted (NSA)","US dollar","","","",""
"","Gross value added (GVA), Public administration, defence, education, human health and social work activities","Current prices","Not seasonally adjusted (NSA)","Domestic currency","","","",""
"Ukraine","Net taxes on production","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","","",""
"Ukraine","Net taxes on production","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","","",""
"Ukraine","Gross value added (GVA), Agriculture, forestry and fishing","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","","",""
"","Imports of services","Current prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Imports of goods","Current prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Imports of services","Constant prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Imports of goods","Constant prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Construction","Constant prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Water supply; sewerage, waste management and remediation activities","Constant prices","Seasonally adjusted (SA)","US dollar","","","",""
"Ukraine","Gross value added (GVA), Other service activities","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","","",""
"","Gross value added (GVA), Mining and quarrying","Constant prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Agriculture, forestry and fishing","Constant prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Construction","Current prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Manufacturing","Constant prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Manufacturing","Current prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Mining and quarrying","Current prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Water supply; sewerage, waste management and remediation activities","Current prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Agriculture, forestry and fishing","Current prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Arts, entertainment and recreation","Constant prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Human health and social work activities","Constant prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Other service activities","Constant prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Changes in inventories, Private sector","Constant prices","Seasonally adjusted (SA)","Domestic currency","","","",""
"","Gross value added (GVA), Administrative and support service activities","Constant prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Other service activities","Current prices","Seasonally adjusted (SA)","US dollar","","","",""
"Ukraine","Gross value added (GVA), Other service activities","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","","",""
"","Gross value added (GVA), Professional, scientific and technical activities","Constant prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Arts, entertainment and recreation","Current prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Acquisitions less disposals of fixed assets: machinery and equipment","Current prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Information and communication","Constant prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Administrative and support service activities","Current prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Accommodation and food service activities","Constant prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Human health and social work activities","Current prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Financial and insurance activities","Constant prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Financial and insurance activities","Current prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Information and communication","Current prices","Seasonally adjusted (SA)","US dollar","","","",""
"","Gross value added (GVA), Professional, scientific and technical activities","Current prices","Seasonally adjusted (SA)","US dollar","","","",""
